meta_data1,meta_data2
"00187-trunc-1.0-c_no_angles_42,65--0,1-1,0-615,4000244140625.png",28
"00187-trunc-1.0-c_no_angles_42,82-0,4-1,0-781,5.png",49
"00187-trunc-1.0-c_no_angles_43,05-0,6-1,0-633,5999755859375.png",57
"00187-trunc-1.0-c_no_angles_43,73-0,0-1,0-757,0.png",37
"00187-trunc-1.0-c_no_angles_44,36-0,7-1,0-712,0999755859375.png",56
"00187-trunc-1.0-c_no_angles_44,58--0,1-1,0-491,5.png",26
"00187-trunc-1.0-c_no_angles_44,81--0,0-1,0-558,4000244140625.png",28
"00187-trunc-1.0-c_no_angles_45,17-0,3-1,0-534,7999877929688.png",51
"00187-trunc-1.0-c_no_angles_45,3-0,1-1,0-706,2000122070312.png",46
"00187-trunc-1.0-c_no_angles_45,8-0,3-1,0-705,2000122070312.png",46
"00187-trunc-1.0-c_no_angles_46,15-0,2-1,0-482,1000061035156.png",41
"00187-trunc-1.0-c_no_angles_46,27-0,0-1,0-586,2999877929688.png",36
"00187-trunc-1.0-c_no_angles_46,27-0,2-1,0-657,7999877929688.png",46
"00187-trunc-1.0-c_no_angles_46,28-0,4-1,0-919,5.png",50
"00187-trunc-1.0-c_no_angles_46,32-0,4-1,0-575,7999877929688.png",49
"00187-trunc-1.0-c_no_angles_46,5-0,1-1,0-373,70001220703125.png",44
"00187-trunc-1.0-c_no_angles_47,0-0,1-1,0-819,7000122070312.png",41
"00187-trunc-1.0-c_no_angles_47,11-0,2-1,0-536,0.png",41
"00187-trunc-1.0-c_no_angles_47,13--0,0-1,0-676,7000122070312.png",42
"00187-trunc-1.0-c_no_angles_47,32-0,3-1,0-725,9000244140625.png",44
"00187-trunc-1.0-c_no_angles_47,46-0,2-1,0-590,0999755859375.png",43
"00187-trunc-1.0-c_no_angles_47,53-0,6-1,0-759,5.png",61
"00187-trunc-1.0-c_no_angles_47,62-0,1-1,0-528,0.png",42
"00187-trunc-1.0-c_no_angles_47,62-0,4-1,0-749,2000122070312.png",52
"00187-trunc-1.0-c_no_angles_48,04-0,6-1,0-630,2000122070312.png",61
"00187-trunc-1.0-c_no_angles_48,16-0,2-1,0-238,5.png",47
"00187-trunc-1.0-c_no_angles_48,19-0,5-1,0-585,4000244140625.png",55
"00187-trunc-1.0-c_no_angles_48,38-0,1-1,0-646,9000244140625.png",43
"00187-trunc-1.0-c_no_angles_48,53-0,7-1,0-687,0.png",62
"00187-trunc-1.0-c_no_angles_48,54-0,2-1,0-534,7999877929688.png",46
"00187-trunc-1.0-c_no_angles_48,61-0,3-1,0-641,5.png",49
"00187-trunc-1.0-c_no_angles_48,71-0,3-1,0-697,7999877929688.png",52
"00187-trunc-1.0-c_no_angles_48,79-0,4-1,0-810,0.png",51
"00187-trunc-1.0-c_no_angles_49,38-0,6-1,0-792,9000244140625.png",60
"00187-trunc-1.0-c_no_angles_49,56-0,3-1,0-643,2000122070312.png",49
"00187-trunc-1.0-c_no_angles_49,62-0,4-1,0-630,2000122070312.png",48
"00187-trunc-1.0-c_no_angles_49,77-0,4-1,0-472,0.png",52
"00187-trunc-1.0-c_no_angles_49,84-0,4-1,0-793,7000122070312.png",49
"00187-trunc-1.0-c_no_angles_49,9-0,4-1,0-512,5.png",56
"00187-trunc-1.0-c_no_angles_5,26--0,9-1,0-519,2000122070312.png",4
"00187-trunc-1.0-c_no_angles_5,47--0,9-1,0-650,0999755859375.png",3
"00187-trunc-1.0-c_no_angles_5,48--0,9-1,0-905,2000122070312.png",3
"00187-trunc-1.0-c_no_angles_5,58--0,5-1,0-672,2999877929688.png",14
"00187-trunc-1.0-c_no_angles_5,63--0,4-1,0-426,5.png",21
"00187-trunc-1.0-c_no_angles_5,86--0,9-1,0-909,5.png",5
"00187-trunc-1.0-c_no_angles_5,89--0,9-1,0-876,2000122070312.png",4
"00187-trunc-1.0-c_no_angles_5,98--0,8-1,0-763,0999755859375.png",6
"00187-trunc-1.0-c_no_angles_50,0--0,2-1,0-591,4000244140625.png",
"00187-trunc-1.0-c_no_angles_50,08-0,2-1,0-787,7999877929688.png",40
"00187-trunc-1.0-c_no_angles_50,34-0,3-1,0-493,0.png",53
"00187-trunc-1.0-c_no_angles_50,36-0,3-1,0-812,4000244140625.png",35
"00187-trunc-1.0-c_no_angles_50,48-0,4-1,0-786,7999877929688.png",50
"00187-trunc-1.0-c_no_angles_50,54-0,4-1,0-695,9000244140625.png",65
"00187-trunc-1.0-c_no_angles_50,69-0,5-1,0-741,0999755859375.png",58
"00187-trunc-1.0-c_no_angles_50,73--0,2-1,0-1067,9000244140625.png",40
"00187-trunc-1.0-c_no_angles_50,76-0,2-1,0-853,0.png",39
"00187-trunc-1.0-c_no_angles_51,21-0,2-1,0-739,2999877929688.png",41
"00187-trunc-1.0-c_no_angles_51,58-0,3-1,0-650,4000244140625.png",38
"00187-trunc-1.0-c_no_angles_51,83-0,4-1,0-865,0.png",49
"00187-trunc-1.0-c_no_angles_52,31-0,2-1,0-544,7999877929688.png",43
"00187-trunc-1.0-c_no_angles_52,44-0,8-1,0-652,2999877929688.png",72
"00187-trunc-1.0-c_no_angles_52,63-0,2-1,0-754,5999755859375.png",48
"00187-trunc-1.0-c_no_angles_52,78-0,5-1,0-688,2000122070312.png",60
"00187-trunc-1.0-c_no_angles_52,87-0,2-1,0-654,7000122070312.png",54
"00187-trunc-1.0-c_no_angles_52,9-0,4-1,0-750,5999755859375.png",52
"00187-trunc-1.0-c_no_angles_52,93-0,6-1,0-483,0.png",61
"00187-trunc-1.0-c_no_angles_53,25-0,5-1,0-853,7000122070312.png",55
"00187-trunc-1.0-c_no_angles_53,53-0,4-1,0-621,0.png",56
"00187-trunc-1.0-c_no_angles_53,56-0,5-1,0-500,3999938964844.png",51
"00187-trunc-1.0-c_no_angles_53,74-0,2-1,0-414,70001220703125.png",42
"00187-trunc-1.0-c_no_angles_53,8-0,4-1,0-608,0.png",50
"00187-trunc-1.0-c_no_angles_53,88-0,3-1,0-475,20001220703125.png",57
"00187-trunc-1.0-c_no_angles_54,04-0,4-1,0-589,5.png",44
"00187-trunc-1.0-c_no_angles_54,57-0,5-1,0-507,0.png",51
"00187-trunc-1.0-c_no_angles_54,74-0,6-1,0-637,2000122070312.png",59
"00187-trunc-1.0-c_no_angles_54,95-0,5-1,0-744,5.png",55
"00187-trunc-1.0-c_no_angles_55,07-0,6-1,0-545,2999877929688.png",58
"00187-trunc-1.0-c_no_angles_55,5-0,7-1,0-782,2999877929688.png",63
"00187-trunc-1.0-c_no_angles_55,62-0,6-1,0-692,5999755859375.png",62
"00187-trunc-1.0-c_no_angles_56,24-0,5-1,0-867,7999877929688.png",58
"00187-trunc-1.0-c_no_angles_56,32-0,4-1,0-688,4000244140625.png",58
"00187-trunc-1.0-c_no_angles_56,36-0,4-1,0-563,4000244140625.png",49
"00187-trunc-1.0-c_no_angles_56,41-0,3-1,0-915,2999877929688.png",49
"00187-trunc-1.0-c_no_angles_56,47-0,4-1,0-797,9000244140625.png",45
"00187-trunc-1.0-c_no_angles_56,55-0,9-1,0-747,9000244140625.png",62
"00187-trunc-1.0-c_no_angles_56,96-0,9-1,0-682,2999877929688.png",64
"00187-trunc-1.0-c_no_angles_56,98-0,8-1,0-455,70001220703125.png",67
"00187-trunc-1.0-c_no_angles_57,04-0,6-1,0-375,5.png",63
"00187-trunc-1.0-c_no_angles_57,1-0,5-1,0-718,5.png",59
"00187-trunc-1.0-c_no_angles_57,15-0,5-1,0-571,0.png",59
"00187-trunc-1.0-c_no_angles_57,42-0,6-1,0-712,5.png",63
"00187-trunc-1.0-c_no_angles_57,85-0,4-1,0-537,5.png",60
"00187-trunc-1.0-c_no_angles_58,01-0,5-1,0-422,0.png",55
"00187-trunc-1.0-c_no_angles_58,12-0,6-1,0-589,7999877929688.png",63
"00187-trunc-1.0-c_no_angles_58,14-0,5-1,0-453,20001220703125.png",53
"00187-trunc-1.0-c_no_angles_58,43-0,3-1,0-387,79998779296875.png",51
"00187-trunc-1.0-c_no_angles_58,56-0,8-1,0-792,4000244140625.png",66
"00187-trunc-1.0-c_no_angles_59,11-0,5-1,0-744,0.png",53
"00187-trunc-1.0-c_no_angles_59,28-0,8-1,0-812,2000122070312.png",70
"00187-trunc-1.0-c_no_angles_59,28-0,9-1,0-475,1000061035156.png",58
"00187-trunc-1.0-c_no_angles_59,45-0,7-1,0-542,5.png",69
"00187-trunc-1.0-c_no_angles_59,77-0,5-1,0-653,7999877929688.png",59
"00187-trunc-1.0-c_no_angles_59,84-0,7-1,0-876,7999877929688.png",59
"00187-trunc-1.0-c_no_angles_6,22--0,9-1,0-744,4000244140625.png",4
"00187-trunc-1.0-c_no_angles_6,57--0,9-1,0-766,0999755859375.png",7
"00187-trunc-1.0-c_no_angles_6,96--0,9-1,0-538,5.png",3
"00187-trunc-1.0-c_no_angles_60,0-0,5-1,0-696,2000122070312.png",53
"00187-trunc-1.0-c_no_angles_60,09-0,4-1,0-609,5999755859375.png",62
"00187-trunc-1.0-c_no_angles_60,42-0,5-1,0-447,70001220703125.png",56
"00187-trunc-1.0-c_no_angles_60,51-0,3-1,0-650,5999755859375.png",50
"00187-trunc-1.0-c_no_angles_60,57-0,5-1,0-834,2000122070312.png",56
"00187-trunc-1.0-c_no_angles_60,71-0,8-1,0-691,7000122070312.png",67
"00187-trunc-1.0-c_no_angles_60,82-0,4-1,0-635,2000122070312.png",53
"00187-trunc-1.0-c_no_angles_61,11-0,5-1,0-658,7000122070312.png",63
"00187-trunc-1.0-c_no_angles_61,37-0,7-1,0-592,7000122070312.png",61
"00187-trunc-1.0-c_no_angles_61,45-0,6-1,0-594,0.png",59
"00187-trunc-1.0-c_no_angles_61,66-0,4-1,0-560,4000244140625.png",54
"00187-trunc-1.0-c_no_angles_61,93-0,4-1,0-828,5999755859375.png",49
"00187-trunc-1.0-c_no_angles_62,13-0,7-1,0-1034,4000244140625.png",60
"00187-trunc-1.0-c_no_angles_62,2-0,9-1,0-526,7000122070312.png",75
"00187-trunc-1.0-c_no_angles_62,25-0,4-1,0-702,5999755859375.png",59
"00187-trunc-1.0-c_no_angles_62,56-0,5-1,0-681,4000244140625.png",57
"00187-trunc-1.0-c_no_angles_62,72-0,8-1,0-590,7999877929688.png",64
"00187-trunc-1.0-c_no_angles_62,81-0,4-1,0-628,2999877929688.png",58
"00187-trunc-1.0-c_no_angles_62,9-0,8-1,0-688,2000122070312.png",62
"00187-trunc-1.0-c_no_angles_62,97-0,7-1,0-790,7000122070312.png",59
"00187-trunc-1.0-c_no_angles_63,1-0,8-1,0-533,5.png",62
"00187-trunc-1.0-c_no_angles_63,34-0,6-1,0-768,0.png",63
"00187-trunc-1.0-c_no_angles_63,49-0,7-1,0-747,2000122070312.png",73
"00187-trunc-1.0-c_no_angles_63,55-0,7-1,0-771,2000122070312.png",65
"00187-trunc-1.0-c_no_angles_63,56-0,6-1,0-722,0.png",63
"00187-trunc-1.0-c_no_angles_64,49-0,6-1,0-828,7999877929688.png",58
"00187-trunc-1.0-c_no_angles_64,49-0,9-1,0-680,7999877929688.png",75
"00187-trunc-1.0-c_no_angles_64,51-0,4-1,0-447,70001220703125.png",54
"00187-trunc-1.0-c_no_angles_64,91-0,8-1,0-460,0.png",79
"00187-trunc-1.0-c_no_angles_64,99-0,9-1,0-778,9000244140625.png",72
"00187-trunc-1.0-c_no_angles_65,05-0,4-1,0-617,7000122070312.png",48
"00187-trunc-1.0-c_no_angles_65,27-0,8-1,0-615,4000244140625.png",60
"00187-trunc-1.0-c_no_angles_65,28-0,8-1,0-831,4000244140625.png",69
"00187-trunc-1.0-c_no_angles_65,48-0,8-1,0-665,0999755859375.png",63
"00187-trunc-1.0-c_no_angles_65,51-0,3-1,0-483,20001220703125.png",52
"00187-trunc-1.0-c_no_angles_65,51-0,7-1,0-311,29998779296875.png",67
"00187-trunc-1.0-c_no_angles_66,11-0,8-1,0-356,20001220703125.png",72
"00187-trunc-1.0-c_no_angles_66,12-0,7-1,0-628,7999877929688.png",72
"00187-trunc-1.0-c_no_angles_66,46-0,8-1,0-570,0.png",67
"00187-trunc-1.0-c_no_angles_66,47-0,6-1,0-528,2999877929688.png",54
"00187-trunc-1.0-c_no_angles_67,3-1,0-1,0-495,79998779296875.png",71
"00187-trunc-1.0-c_no_angles_67,43-0,8-1,0-579,2999877929688.png",61
"00187-trunc-1.0-c_no_angles_67,73-0,7-1,0-723,2999877929688.png",68
"00187-trunc-1.0-c_no_angles_67,88-1,0-1,0-479,1000061035156.png",78
"00187-trunc-1.0-c_no_angles_68,0-0,6-1,0-850,9000244140625.png",61
"00187-trunc-1.0-c_no_angles_68,45-0,8-1,0-528,5.png",73
"00187-trunc-1.0-c_no_angles_68,52-0,7-1,0-475,20001220703125.png",57
"00187-trunc-1.0-c_no_angles_68,92-0,8-1,0-866,2999877929688.png",68
"00187-trunc-1.0-c_no_angles_69,02-0,5-1,0-709,9000244140625.png",65
"00187-trunc-1.0-c_no_angles_69,07-0,8-1,0-919,5999755859375.png",61
"00187-trunc-1.0-c_no_angles_69,28-0,7-1,0-626,2000122070312.png",59
"00187-trunc-1.0-c_no_angles_69,39-0,7-1,0-580,0999755859375.png",60
"00187-trunc-1.0-c_no_angles_69,46-0,9-1,0-527,5999755859375.png",73
"00187-trunc-1.0-c_no_angles_69,6-0,7-1,0-916,7999877929688.png",68
"00187-trunc-1.0-c_no_angles_69,78-0,9-1,0-674,0.png",75
"00187-trunc-1.0-c_no_angles_69,94-0,9-1,0-553,5999755859375.png",68
"00187-trunc-1.0-c_no_angles_7,22--0,9-1,0-495,20001220703125.png",2
"00187-trunc-1.0-c_no_angles_7,42--0,8-1,0-975,5.png",8
"00187-trunc-1.0-c_no_angles_7,47--0,9-1,0-788,0.png",3
"00187-trunc-1.0-c_no_angles_7,61--0,9-1,0-399,0.png",5
"00187-trunc-1.0-c_no_angles_7,84--0,9-1,0-877,2000122070312.png",3
"00187-trunc-1.0-c_no_angles_7,91--0,9-1,0-641,4000244140625.png",6
"00187-trunc-1.0-c_no_angles_70,38-0,7-1,0-467,5.png",71
"00187-trunc-1.0-c_no_angles_70,41-0,8-1,0-419,79998779296875.png",67
"00187-trunc-1.0-c_no_angles_70,56-0,8-1,0-868,7999877929688.png",75
"00187-trunc-1.0-c_no_angles_70,64-0,9-1,0-609,2000122070312.png",66
"00187-trunc-1.0-c_no_angles_70,65-0,9-1,0-513,0.png",79
"00187-trunc-1.0-c_no_angles_70,78-0,8-1,0-643,5999755859375.png",69
"00187-trunc-1.0-c_no_angles_71,33-0,8-1,0-616,4000244140625.png",76
"00187-trunc-1.0-c_no_angles_71,43-0,7-1,0-806,7000122070312.png",67
"00187-trunc-1.0-c_no_angles_71,91-1,0-1,0-822,9000244140625.png",67
"00187-trunc-1.0-c_no_angles_72,04-1,0-1,0-648,7999877929688.png",78
"00187-trunc-1.0-c_no_angles_72,18-0,9-1,0-774,0.png",78
"00187-trunc-1.0-c_no_angles_72,57-1,0-1,0-498,6000061035156.png",69
"00187-trunc-1.0-c_no_angles_72,7-1,0-1,0-886,5.png",79
"00187-trunc-1.0-c_no_angles_72,81-0,8-1,0-631,7999877929688.png",68
"00187-trunc-1.0-c_no_angles_72,84-0,8-1,0-533,9000244140625.png",69
"00187-trunc-1.0-c_no_angles_73,01-0,7-1,0-877,5.png",64
"00187-trunc-1.0-c_no_angles_73,46-0,9-1,0-518,2000122070312.png",68
"00187-trunc-1.0-c_no_angles_73,66-0,9-1,0-518,5999755859375.png",78
"00187-trunc-1.0-c_no_angles_73,68-0,9-1,0-413,8999938964844.png",68
"00187-trunc-1.0-c_no_angles_73,7-1,0-1,0-407,20001220703125.png",75
"00187-trunc-1.0-c_no_angles_73,75-0,8-1,0-640,4000244140625.png",68
"00187-trunc-1.0-c_no_angles_73,81-0,7-1,0-596,0999755859375.png",58
"00187-trunc-1.0-c_no_angles_74,51-1,0-1,0-842,7999877929688.png",75
"00187-trunc-1.0-c_no_angles_74,81-1,0-1,0-944,7000122070312.png",68
"00187-trunc-1.0-c_no_angles_74,87-0,7-1,0-632,9000244140625.png",62
"00187-trunc-1.0-c_no_angles_75,17-0,9-1,0-475,6000061035156.png",71
"00187-trunc-1.0-c_no_angles_75,57-0,8-1,0-776,7000122070312.png",72
"00187-trunc-1.0-c_no_angles_75,62-0,8-1,0-578,2000122070312.png",70
"00187-trunc-1.0-c_no_angles_75,68-0,7-1,0-660,2999877929688.png",59
"00187-trunc-1.0-c_no_angles_75,94-1,0-1,0-720,2000122070312.png",74
"00187-trunc-1.0-c_no_angles_8,07--0,8-1,0-649,7999877929688.png",10
"00187-trunc-1.0-c_no_angles_8,37--0,9-1,0-561,7000122070312.png",3
"00187-trunc-1.0-c_no_angles_8,98--0,9-1,0-826,0999755859375.png",4
"00187-trunc-1.0-c_no_angles_9,11--0,4-1,0-605,9000244140625.png",16
"00187-trunc-1.0-c_no_angles_9,23--0,9-1,0-847,5.png",2
"00187-trunc-1.0-c_no_angles_9,34--0,7-1,0-493,79998779296875.png",8
"00187-trunc-1.0-c_no_angles_9,76--0,5-1,0-573,5.png",14
"00187-trunc-1.0_fancy_age_0-1,3-1,0.png",4
"00187-trunc-1.0_fancy_age_0-1,5-1,0.png",1
"00187-trunc-1.0_fancy_age_0-1,8-1,0.png",2
"00187-trunc-1.0_fancy_age_0-2,4-1,0.png",1
"00187-trunc-1.0_fancy_age_0-2,8-1,0.png",2
"00187-trunc-1.0_fancy_age_0-21,3-1,0.png",24
"00187-trunc-1.0_fancy_age_0-3,6-1,0.png",7
"00187-trunc-1.0_fancy_age_0-3,7-1,0.png",3
"00187-trunc-1.0_fancy_age_0-3,8-1,0.png",3
"00187-trunc-1.0_fancy_age_0-3,9-1,0.png",1
"00187-trunc-1.0_fancy_age_0-4,1-1,0.png",3
"00187-trunc-1.0_fancy_age_0-4,3-1,0.png",3
"00187-trunc-1.0_fancy_age_0-5,1-1,0.png",5
"00187-trunc-1.0_fancy_age_0-5,5-1,0.png",4
"00187-trunc-1.0_fancy_age_0-5,7-1,0.png",5
"00187-trunc-1.0_fancy_age_0-6,8-1,0.png",4
"00187-trunc-1.0_fancy_age_0-7,6-1,0.png",5
"00187-trunc-1.0_fancy_age_0-7,7-1,0.png",7
"00187-trunc-1.0_fancy_age_0-7,8-1,0.png",9
"00187-trunc-1.0_fancy_age_0-8,1-1,0.png",9
"00187-trunc-1.0_fancy_age_10-10,3-1,0.png",12
"00187-trunc-1.0_fancy_age_10-12,8-1,0.png",11
"00187-trunc-1.0_fancy_age_10-19,4-1,0.png",16
"00187-trunc-1.0_fancy_age_10-2,4-1,0.png",6
"00187-trunc-1.0_fancy_age_10-21,1-1,0.png",18
"00187-trunc-1.0_fancy_age_10-21,3-1,0.png",23
"00187-trunc-1.0_fancy_age_10-21,8-1,0.png",14
"00187-trunc-1.0_fancy_age_10-22,3-1,0.png",31
"00187-trunc-1.0_fancy_age_10-22,9-1,0.png",22
"00187-trunc-1.0_fancy_age_10-3,5-1,0.png",4
"00187-trunc-1.0_fancy_age_10-4,8-1,0.png",6
"00187-trunc-1.0_fancy_age_10-5,4-1,0.png",6
"00187-trunc-1.0_fancy_age_10-5,6-1,0.png",7
"00187-trunc-1.0_fancy_age_10-6,5-1,0.png",7
"00187-trunc-1.0_fancy_age_10-7,3-1,0.png",5
"00187-trunc-1.0_fancy_age_10-8,2-1,0.png",7
"00187-trunc-1.0_fancy_age_10-8,9-1,0.png",11
"00187-trunc-1.0_fancy_age_10-9,0-1,0.png",17
"00187-trunc-1.0_fancy_age_10-9,3-1,0.png",10
"00187-trunc-1.0_fancy_age_15-10,1-1,0.png",15
"00187-trunc-1.0_fancy_age_15-10,5-1,0.png",12
"00187-trunc-1.0_fancy_age_15-11,1-1,0.png",15
"00187-trunc-1.0_fancy_age_15-13,7-1,0.png",20
"00187-trunc-1.0_fancy_age_15-14,3-1,0.png",23
"00187-trunc-1.0_fancy_age_15-19,4-1,0.png",17
"00187-trunc-1.0_fancy_age_15-21,9-1,0.png",19
"00187-trunc-1.0_fancy_age_15-23,0-1,0.png",18
"00187-trunc-1.0_fancy_age_15-23,1-1,0.png",17
"00187-trunc-1.0_fancy_age_15-25,1-1,0.png",17
"00187-trunc-1.0_fancy_age_15-25,2-1,0.png",22
"00187-trunc-1.0_fancy_age_15-27,2-1,0.png",22
"00187-trunc-1.0_fancy_age_15-28,0-1,0.png",24
"00187-trunc-1.0_fancy_age_15-28,5-1,0.png",27
"00187-trunc-1.0_fancy_age_15-4,8-1,0.png",5
"00187-trunc-1.0_fancy_age_15-6,8-1,0.png",11
"00187-trunc-1.0_fancy_age_15-7,2-1,0.png",7
"00187-trunc-1.0_fancy_age_15-7,7-1,0.png",11
"00187-trunc-1.0_fancy_age_15-8,4-1,0.png",10
"00187-trunc-1.0_fancy_age_15-8,6-1,0.png",14
"00187-trunc-1.0_fancy_age_20-15,1-1,0.png",10
"00187-trunc-1.0_fancy_age_20-16,7-1,0.png",14
"00187-trunc-1.0_fancy_age_20-17,6-1,0.png",14
"00187-trunc-1.0_fancy_age_20-19,7-1,0.png",16
"00187-trunc-1.0_fancy_age_20-20,8-1,0.png",20
"00187-trunc-1.0_fancy_age_20-21,1-1,0.png",20
"00187-trunc-1.0_fancy_age_20-21,7-1,0.png",16
"00187-trunc-1.0_fancy_age_20-24,0-1,0.png",33
"00187-trunc-1.0_fancy_age_20-24,8-1,0.png",22
"00187-trunc-1.0_fancy_age_20-24,9-1,0.png",26
"00187-trunc-1.0_fancy_age_20-26,1-1,0.png",21
"00187-trunc-1.0_fancy_age_20-27,6-1,0.png",32
"00187-trunc-1.0_fancy_age_20-28,8-1,0.png",28
"00187-trunc-1.0_fancy_age_20-29,1-1,0.png",31
"00187-trunc-1.0_fancy_age_20-30,2-1,0.png",24
"00187-trunc-1.0_fancy_age_20-32,2-1,0.png",33
"00187-trunc-1.0_fancy_age_20-35,4-1,0.png",32
"00187-trunc-1.0_fancy_age_20-5,5-1,0.png",8
"00187-trunc-1.0_fancy_age_20-6,0-1,0.png",9
"00187-trunc-1.0_fancy_age_25-13,0-1,0.png",9
"00187-trunc-1.0_fancy_age_25-20,4-1,0.png",21
"00187-trunc-1.0_fancy_age_25-21,6-1,0.png",23
"00187-trunc-1.0_fancy_age_25-23,1-1,0.png",23
"00187-trunc-1.0_fancy_age_25-23,7-1,0.png",16
"00187-trunc-1.0_fancy_age_25-23,9-1,0.png",24
"00187-trunc-1.0_fancy_age_25-24,1-1,0.png",20
"00187-trunc-1.0_fancy_age_25-25,2-1,0.png",22
"00187-trunc-1.0_fancy_age_25-25,3-1,0.png",30
"00187-trunc-1.0_fancy_age_25-25,4-1,0.png",26
"00187-trunc-1.0_fancy_age_25-26,0-1,0.png",35
"00187-trunc-1.0_fancy_age_25-26,1-1,0.png",27
"00187-trunc-1.0_fancy_age_25-26,2-1,0.png",24
"00187-trunc-1.0_fancy_age_25-27,3-1,0.png",26
"00187-trunc-1.0_fancy_age_25-27,4-1,0.png",29
"00187-trunc-1.0_fancy_age_25-27,5-1,0.png",37
"00187-trunc-1.0_fancy_age_25-29,8-1,0.png",29
"00187-trunc-1.0_fancy_age_25-31,8-1,0.png",32
"00187-trunc-1.0_fancy_age_30-17,5-1,0.png",18
"00187-trunc-1.0_fancy_age_30-19,7-1,0.png",20
"00187-trunc-1.0_fancy_age_30-20,8-1,0.png",25
"00187-trunc-1.0_fancy_age_30-22,0-1,0.png",22
"00187-trunc-1.0_fancy_age_30-24,0-1,0.png",27
"00187-trunc-1.0_fancy_age_30-26,1-1,0.png",25
"00187-trunc-1.0_fancy_age_30-27,3-1,0.png",26
"00187-trunc-1.0_fancy_age_30-27,4-1,0.png",25
"00187-trunc-1.0_fancy_age_30-28,8-1,0.png",23
"00187-trunc-1.0_fancy_age_30-28,9-1,0.png",27
"00187-trunc-1.0_fancy_age_30-30,1-1,0.png",31
"00187-trunc-1.0_fancy_age_30-31,3-1,0.png",31
"00187-trunc-1.0_fancy_age_30-31,4-1,0.png",37
"00187-trunc-1.0_fancy_age_30-31,6-1,0.png",31
"00187-trunc-1.0_fancy_age_30-32,0-1,0.png",33
"00187-trunc-1.0_fancy_age_30-32,1-1,0.png",35
"00187-trunc-1.0_fancy_age_30-32,2-1,0.png",33
"00187-trunc-1.0_fancy_age_30-33,0-1,0.png",29
"00187-trunc-1.0_fancy_age_30-33,2-1,0.png",36
"00187-trunc-1.0_fancy_age_30-34,2-1,0.png",24
"00187-trunc-1.0_fancy_age_35-21,9-1,0.png",22
"00187-trunc-1.0_fancy_age_35-25,5-1,0.png",31
"00187-trunc-1.0_fancy_age_35-25,8-1,0.png",25
"00187-trunc-1.0_fancy_age_35-26,8-1,0.png",32
"00187-trunc-1.0_fancy_age_35-27,4-1,0.png",29
"00187-trunc-1.0_fancy_age_35-27,6-1,0.png",30
"00187-trunc-1.0_fancy_age_35-28,3-1,0.png",36
"00187-trunc-1.0_fancy_age_35-30,0-1,0.png",30
"00187-trunc-1.0_fancy_age_35-31,5-1,0.png",34
"00187-trunc-1.0_fancy_age_35-31,8-1,0.png",35
"00187-trunc-1.0_fancy_age_35-33,5-1,0.png",44
"00187-trunc-1.0_fancy_age_35-34,8-1,0.png",32
"00187-trunc-1.0_fancy_age_35-34,9-1,0.png",29
"00187-trunc-1.0_fancy_age_35-35,0-1,0.png",34
"00187-trunc-1.0_fancy_age_35-36,1-1,0.png",34
"00187-trunc-1.0_fancy_age_35-37,2-1,0.png",34
"00187-trunc-1.0_fancy_age_35-37,6-1,0.png",39
"00187-trunc-1.0_fancy_age_35-41,5-1,0.png",43
"00187-trunc-1.0_fancy_age_35-43,3-1,0.png",49
"00187-trunc-1.0_fancy_age_35-44,7-1,0.png",49
"00187-trunc-1.0_fancy_age_40-25,3-1,0.png",24
"00187-trunc-1.0_fancy_age_40-29,2-1,0.png",33
"00187-trunc-1.0_fancy_age_40-29,5-1,0.png",38
"00187-trunc-1.0_fancy_age_40-30,6-1,0.png",42
"00187-trunc-1.0_fancy_age_40-32,1-1,0.png",39
"00187-trunc-1.0_fancy_age_40-34,5-1,0.png",36
"00187-trunc-1.0_fancy_age_40-35,7-1,0.png",35
"00187-trunc-1.0_fancy_age_40-37,1-1,0.png",35
"00187-trunc-1.0_fancy_age_40-37,8-1,0.png",35
"00187-trunc-1.0_fancy_age_40-38,4-1,0.png",37
"00187-trunc-1.0_fancy_age_40-38,5-1,0.png",47
"00187-trunc-1.0_fancy_age_40-38,7-1,0.png",42
"00187-trunc-1.0_fancy_age_40-39,8-1,0.png",39
"00187-trunc-1.0_fancy_age_40-40,1-1,0.png",49
"00187-trunc-1.0_fancy_age_40-40,6-1,0.png",40
"00187-trunc-1.0_fancy_age_40-41,5-1,0.png",42
"00187-trunc-1.0_fancy_age_40-42,1-1,0.png",45
"00187-trunc-1.0_fancy_age_40-44,3-1,0.png",39
"00187-trunc-1.0_fancy_age_40-51,4-1,0.png",47
"00187-trunc-1.0_fancy_age_45-27,6-1,0.png",21
"00187-trunc-1.0_fancy_age_45-28,5-1,0.png",29
"00187-trunc-1.0_fancy_age_45-29,9-1,0.png",24
"00187-trunc-1.0_fancy_age_45-30,4-1,0.png",33
"00187-trunc-1.0_fancy_age_45-34,3-1,0.png",36
"00187-trunc-1.0_fancy_age_45-34,8-1,0.png",41
"00187-trunc-1.0_fancy_age_45-36,2-1,0.png",36
"00187-trunc-1.0_fancy_age_45-36,4-1,0.png",39
"00187-trunc-1.0_fancy_age_45-36,5-1,0.png",34
"00187-trunc-1.0_fancy_age_45-36,8-1,0.png",31
"00187-trunc-1.0_fancy_age_45-40,4-1,0.png",46
"00187-trunc-1.0_fancy_age_45-40,5-1,0.png",41
"00187-trunc-1.0_fancy_age_45-41,1-1,0.png",55
