meta_data1,meta_data2
"00187-trunc-0.60_no_angles_1,05--0,5-0,6-672,0999755859375.png",15
"00187-trunc-0.60_no_angles_1,3--0,3-0,6-519,5.png",17
"00187-trunc-0.60_no_angles_1,34--0,6-0,6-712,2999877929688.png",16
"00187-trunc-0.60_no_angles_1,37--0,3-0,6-747,7000122070312.png",19
"00187-trunc-0.60_no_angles_1,43--0,7-0,6-500,6000061035156.png",9
"00187-trunc-0.60_no_angles_1,52--0,4-0,6-742,9000244140625.png",17
"00187-trunc-0.60_no_angles_1,59--0,4-0,6-761,0.png",19
"00187-trunc-0.60_no_angles_1,68--0,5-0,6-599,9000244140625.png",17
"00187-trunc-0.60_no_angles_1,84--0,3-0,6-680,2999877929688.png",20
"00187-trunc-0.60_no_angles_1,88--0,5-0,6-736,7999877929688.png",13
"00187-trunc-0.60_no_angles_1,9--0,4-0,6-851,9000244140625.png",18
"00187-trunc-0.60_no_angles_1,98--0,4-0,6-798,5999755859375.png",18
"00187-trunc-0.60_no_angles_10,44--0,3-0,6-706,0.png",20
"00187-trunc-0.60_no_angles_10,49--0,3-0,6-610,7999877929688.png",26
"00187-trunc-0.60_no_angles_10,63--0,3-0,6-742,0.png",23
"00187-trunc-0.60_no_angles_10,98--0,3-0,6-824,9000244140625.png",25
"00187-trunc-0.60_no_angles_11,07--0,3-0,6-839,5.png",29
"00187-trunc-0.60_no_angles_11,35--0,2-0,6-776,9000244140625.png",30
"00187-trunc-0.60_no_angles_11,55--0,6-0,6-679,7999877929688.png",25
"00187-trunc-0.60_no_angles_11,68--0,3-0,6-870,0999755859375.png",21
"00187-trunc-0.60_no_angles_11,87--0,6-0,6-659,4000244140625.png",19
"00187-trunc-0.60_no_angles_11,96--0,8-0,6-630,5999755859375.png",18
"00187-trunc-0.60_no_angles_12,13--0,3-0,6-778,4000244140625.png",24
"00187-trunc-0.60_no_angles_12,68--0,4-0,6-650,7000122070312.png",25
"00187-trunc-0.60_no_angles_12,73--0,3-0,6-689,9000244140625.png",27
"00187-trunc-0.60_no_angles_13,25--0,3-0,6-777,5999755859375.png",16
"00187-trunc-0.60_no_angles_13,54--0,2-0,6-557,5999755859375.png",26
"00187-trunc-0.60_no_angles_13,56--0,4-0,6-863,0.png",20
"00187-trunc-0.60_no_angles_13,78--0,6-0,6-675,5999755859375.png",15
"00187-trunc-0.60_no_angles_14,1--0,2-0,6-741,0999755859375.png",28
"00187-trunc-0.60_no_angles_14,3--0,4-0,6-633,5.png",25
"00187-trunc-0.60_no_angles_15,01--0,3-0,6-732,4000244140625.png",24
"00187-trunc-0.60_no_angles_15,24--0,3-0,6-446,29998779296875.png",19
"00187-trunc-0.60_no_angles_15,3--0,4-0,6-631,7999877929688.png",28
"00187-trunc-0.60_no_angles_15,34--0,4-0,6-916,2000122070312.png",17
"00187-trunc-0.60_no_angles_15,38--0,4-0,6-604,2000122070312.png",27
"00187-trunc-0.60_no_angles_15,43--0,3-0,6-717,2000122070312.png",23
"00187-trunc-0.60_no_angles_15,57--0,2-0,6-399,20001220703125.png",36
"00187-trunc-0.60_no_angles_15,76--0,5-0,6-619,7000122070312.png",18
"00187-trunc-0.60_no_angles_15,8--0,3-0,6-703,2000122070312.png",17
"00187-trunc-0.60_no_angles_15,99--0,4-0,6-799,2999877929688.png",19
"00187-trunc-0.60_no_angles_16,02--0,4-0,6-710,2999877929688.png",20
"00187-trunc-0.60_no_angles_16,24--0,7-0,6-975,5999755859375.png",13
"00187-trunc-0.60_no_angles_16,28--0,3-0,6-705,0.png",23
"00187-trunc-0.60_no_angles_16,39--0,2-0,6-982,5.png",28
"00187-trunc-0.60_no_angles_16,68--0,2-0,6-862,2999877929688.png",27
"00187-trunc-0.60_no_angles_16,69--0,5-0,6-618,0999755859375.png",18
"00187-trunc-0.60_no_angles_16,79--0,6-0,6-655,5999755859375.png",17
"00187-trunc-0.60_no_angles_16,81--0,5-0,6-855,0.png",19
"00187-trunc-0.60_no_angles_17,01--0,2-0,6-604,2000122070312.png",33
"00187-trunc-0.60_no_angles_17,34--0,3-0,6-747,7999877929688.png",23
"00187-trunc-0.60_no_angles_17,81--0,3-0,6-850,7999877929688.png",30
"00187-trunc-0.60_no_angles_17,81--0,4-0,6-675,2000122070312.png",27
"00187-trunc-0.60_no_angles_18,3--0,3-0,6-784,7000122070312.png",28
"00187-trunc-0.60_no_angles_18,7--0,4-0,6-805,5999755859375.png",28
"00187-trunc-0.60_no_angles_19,44--0,2-0,6-871,5999755859375.png",24
"00187-trunc-0.60_no_angles_19,47--0,1-0,6-634,5.png",29
"00187-trunc-0.60_no_angles_19,78--0,1-0,6-781,5999755859375.png",33
"00187-trunc-0.60_no_angles_19,83--0,3-0,6-644,5999755859375.png",29
"00187-trunc-0.60_no_angles_2,23--0,5-0,6-789,7999877929688.png",17
"00187-trunc-0.60_no_angles_2,49--0,5-0,6-729,0.png",13
"00187-trunc-0.60_no_angles_2,69--0,4-0,6-632,7000122070312.png",24
"00187-trunc-0.60_no_angles_2,71--0,7-0,6-813,7000122070312.png",11
"00187-trunc-0.60_no_angles_20,05--0,2-0,6-763,2999877929688.png",30
"00187-trunc-0.60_no_angles_21,14--0,3-0,6-563,0999755859375.png",25
"00187-trunc-0.60_no_angles_21,29--0,3-0,6-769,0.png",18
"00187-trunc-0.60_no_angles_21,3--0,3-0,6-732,0.png",28
"00187-trunc-0.60_no_angles_21,32--0,1-0,6-635,7000122070312.png",34
"00187-trunc-0.60_no_angles_21,37--0,3-0,6-695,0999755859375.png",34
"00187-trunc-0.60_no_angles_21,42--0,4-0,6-684,0999755859375.png",20
"00187-trunc-0.60_no_angles_21,82--0,1-0,6-811,5999755859375.png",31
"00187-trunc-0.60_no_angles_21,85--0,1-0,6-793,2999877929688.png",33
"00187-trunc-0.60_no_angles_22,09--0,2-0,6-619,5.png",27
"00187-trunc-0.60_no_angles_22,11--0,4-0,6-683,0999755859375.png",27
"00187-trunc-0.60_no_angles_22,45--0,2-0,6-905,0.png",23
"00187-trunc-0.60_no_angles_22,5--0,2-0,6-768,4000244140625.png",29
"00187-trunc-0.60_no_angles_22,51--0,3-0,6-695,0.png",19
"00187-trunc-0.60_no_angles_22,74--0,3-0,6-860,2999877929688.png",28
"00187-trunc-0.60_no_angles_22,93--0,4-0,6-705,2000122070312.png",21
"00187-trunc-0.60_no_angles_22,95--0,2-0,6-981,5999755859375.png",28
"00187-trunc-0.60_no_angles_23,12--0,1-0,6-753,2999877929688.png",30
"00187-trunc-0.60_no_angles_23,37--0,2-0,6-573,7000122070312.png",29
"00187-trunc-0.60_no_angles_24,01--0,2-0,6-789,2999877929688.png",27
"00187-trunc-0.60_no_angles_24,35--0,1-0,6-670,5.png",35
"00187-trunc-0.60_no_angles_24,69--0,4-0,6-780,5999755859375.png",26
"00187-trunc-0.60_no_angles_25,06--0,2-0,6-742,7999877929688.png",31
"00187-trunc-0.60_no_angles_25,45--0,3-0,6-720,5.png",23
"00187-trunc-0.60_no_angles_26,03--0,2-0,6-783,7999877929688.png",28
"00187-trunc-0.60_no_angles_26,05--0,1-0,6-530,9000244140625.png",37
"00187-trunc-0.60_no_angles_26,09--0,3-0,6-654,2999877929688.png",29
"00187-trunc-0.60_no_angles_26,12--0,0-0,6-707,0.png",35
"00187-trunc-0.60_no_angles_26,38--0,2-0,6-772,0.png",28
"00187-trunc-0.60_no_angles_26,4--0,0-0,6-781,4000244140625.png",37
"00187-trunc-0.60_no_angles_26,58--0,2-0,6-816,2999877929688.png",31
"00187-trunc-0.60_no_angles_26,78--0,3-0,6-752,7999877929688.png",29
"00187-trunc-0.60_no_angles_27,61--0,2-0,6-737,2999877929688.png",39
"00187-trunc-0.60_no_angles_27,79--0,3-0,6-589,2000122070312.png",29
"00187-trunc-0.60_no_angles_27,94--0,2-0,6-645,5999755859375.png",36
"00187-trunc-0.60_no_angles_28,0--0,1-0,6-713,7999877929688.png",38
"00187-trunc-0.60_no_angles_28,36--0,1-0,6-801,0.png",33
"00187-trunc-0.60_no_angles_28,46--0,2-0,6-698,5999755859375.png",32
"00187-trunc-0.60_no_angles_28,59--0,4-0,6-684,0.png",31
"00187-trunc-0.60_no_angles_28,64--0,1-0,6-645,2999877929688.png",36
"00187-trunc-0.60_no_angles_28,67--0,1-0,6-703,0999755859375.png",29
"00187-trunc-0.60_no_angles_28,68--0,3-0,6-715,2999877929688.png",28
"00187-trunc-0.60_no_angles_28,92--0,2-0,6-863,2999877929688.png",29
"00187-trunc-0.60_no_angles_29,18--0,3-0,6-680,4000244140625.png",34
"00187-trunc-0.60_no_angles_29,63--0,2-0,6-662,2000122070312.png",34
"00187-trunc-0.60_no_angles_3,18--0,5-0,6-675,9000244140625.png",18
"00187-trunc-0.60_no_angles_3,5--0,7-0,6-816,7999877929688.png",12
"00187-trunc-0.60_no_angles_3,6--0,3-0,6-754,2999877929688.png",30
"00187-trunc-0.60_no_angles_3,87--0,4-0,6-808,2000122070312.png",19
"00187-trunc-0.60_no_angles_30,02--0,3-0,6-775,9000244140625.png",35
"00187-trunc-0.60_no_angles_30,04--0,2-0,6-650,2000122070312.png",36
"00187-trunc-0.60_no_angles_30,13--0,2-0,6-597,5999755859375.png",33
"00187-trunc-0.60_no_angles_30,35--0,2-0,6-649,0999755859375.png",30
"00187-trunc-0.60_no_angles_30,37--0,3-0,6-513,0.png",33
"00187-trunc-0.60_no_angles_30,45-0,0-0,6-755,7999877929688.png",37
"00187-trunc-0.60_no_angles_30,56--0,2-0,6-651,7999877929688.png",30
"00187-trunc-0.60_no_angles_30,64-0,0-0,6-606,4000244140625.png",35
"00187-trunc-0.60_no_angles_30,91--0,2-0,6-738,5.png",30
"00187-trunc-0.60_no_angles_30,99--0,0-0,6-752,4000244140625.png",34
"00187-trunc-0.60_no_angles_31,05--0,3-0,6-758,7999877929688.png",29
"00187-trunc-0.60_no_angles_31,1--0,5-0,6-687,2999877929688.png",31
"00187-trunc-0.60_no_angles_31,2--0,1-0,6-671,0999755859375.png",36
"00187-trunc-0.60_no_angles_31,46--0,0-0,6-600,4000244140625.png",36
"00187-trunc-0.60_no_angles_31,51--0,2-0,6-641,5.png",39
"00187-trunc-0.60_no_angles_31,55--0,2-0,6-689,0.png",33
"00187-trunc-0.60_no_angles_31,6--0,2-0,6-581,2999877929688.png",31
"00187-trunc-0.60_no_angles_31,72-0,0-0,6-841,4000244140625.png",38
"00187-trunc-0.60_no_angles_31,74--0,3-0,6-666,9000244140625.png",32
"00187-trunc-0.60_no_angles_31,85--0,2-0,6-773,0999755859375.png",29
"00187-trunc-0.60_no_angles_31,96-0,1-0,6-838,0.png",37
"00187-trunc-0.60_no_angles_32,16--0,1-0,6-735,5.png",36
"00187-trunc-0.60_no_angles_32,34-0,1-0,6-610,7999877929688.png",44
"00187-trunc-0.60_no_angles_32,52--0,1-0,6-736,0999755859375.png",32
"00187-trunc-0.60_no_angles_33,01-0,1-0,6-641,7000122070312.png",43
"00187-trunc-0.60_no_angles_33,22--0,1-0,6-733,7999877929688.png",35
"00187-trunc-0.60_no_angles_33,26--0,1-0,6-774,0999755859375.png",30
"00187-trunc-0.60_no_angles_33,51--0,1-0,6-822,4000244140625.png",33
"00187-trunc-0.60_no_angles_33,62-0,1-0,6-724,0.png",43
"00187-trunc-0.60_no_angles_33,85--0,3-0,6-795,5999755859375.png",31
"00187-trunc-0.60_no_angles_34,0--0,2-0,6-679,2000122070312.png",32
"00187-trunc-0.60_no_angles_34,1--0,1-0,6-695,7999877929688.png",33
"00187-trunc-0.60_no_angles_34,26--0,4-0,6-615,2999877929688.png",25
"00187-trunc-0.60_no_angles_34,41--0,2-0,6-693,7000122070312.png",38
"00187-trunc-0.60_no_angles_34,45--0,2-0,6-801,9000244140625.png",31
"00187-trunc-0.60_no_angles_34,53--0,0-0,6-708,5.png",39
"00187-trunc-0.60_no_angles_34,61-0,1-0,6-753,0999755859375.png",38
"00187-trunc-0.60_no_angles_34,72--0,1-0,6-474,6000061035156.png",34
"00187-trunc-0.60_no_angles_34,97--0,3-0,6-726,7000122070312.png",30
"00187-trunc-0.60_no_angles_35,24--0,1-0,6-896,7000122070312.png",35
"00187-trunc-0.60_no_angles_35,35--0,1-0,6-564,4000244140625.png",35
"00187-trunc-0.60_no_angles_35,87--0,2-0,6-652,5999755859375.png",37
"00187-trunc-0.60_no_angles_36,31-0,0-0,6-784,2999877929688.png",38
"00187-trunc-0.60_no_angles_36,4--0,1-0,6-717,7999877929688.png",37
"00187-trunc-0.60_no_angles_36,62-0,1-0,6-611,0.png",36
"00187-trunc-0.60_no_angles_37,06-0,0-0,6-599,2999877929688.png",41
"00187-trunc-0.60_no_angles_37,53--0,1-0,6-570,2999877929688.png",33
"00187-trunc-0.60_no_angles_37,83--0,3-0,6-756,9000244140625.png",36
"00187-trunc-0.60_no_angles_37,85--0,0-0,6-633,0999755859375.png",37
"00187-trunc-0.60_no_angles_38,24--0,2-0,6-632,5999755859375.png",34
"00187-trunc-0.60_no_angles_38,3--0,3-0,6-730,7000122070312.png",32
"00187-trunc-0.60_no_angles_38,45--0,0-0,6-576,7999877929688.png",38
"00187-trunc-0.60_no_angles_38,81-0,0-0,6-848,7000122070312.png",38
"00187-trunc-0.60_no_angles_38,93--0,0-0,6-781,2000122070312.png",36
"00187-trunc-0.60_no_angles_38,99-0,0-0,6-647,9000244140625.png",38
"00187-trunc-0.60_no_angles_39,12-0,1-0,6-648,7000122070312.png",35
"00187-trunc-0.60_no_angles_39,16--0,2-0,6-480,1000061035156.png",33
"00187-trunc-0.60_no_angles_39,16--0,2-0,6-615,0999755859375.png",40
"00187-trunc-0.60_no_angles_39,31--0,2-0,6-691,2999877929688.png",31
"00187-trunc-0.60_no_angles_39,5--0,1-0,6-827,9000244140625.png",35
"00187-trunc-0.60_no_angles_39,54-0,0-0,6-576,7999877929688.png",35
"00187-trunc-0.60_no_angles_39,61--0,0-0,6-845,7000122070312.png",40
"00187-trunc-0.60_no_angles_39,71--0,0-0,6-576,5.png",40
"00187-trunc-0.60_no_angles_4,1--0,3-0,6-781,7000122070312.png",24
"00187-trunc-0.60_no_angles_4,37--0,5-0,6-593,2000122070312.png",19
"00187-trunc-0.60_no_angles_4,47--0,4-0,6-698,2999877929688.png",25
"00187-trunc-0.60_no_angles_4,54--0,3-0,6-663,0.png",22
"00187-trunc-0.60_no_angles_4,81--0,4-0,6-698,9000244140625.png",16
"00187-trunc-0.60_no_angles_40,11--0,1-0,6-662,5999755859375.png",37
"00187-trunc-0.60_no_angles_40,38--0,1-0,6-803,7000122070312.png",37
"00187-trunc-0.60_no_angles_40,58--0,0-0,6-739,2999877929688.png",34
"00187-trunc-0.60_no_angles_40,79--0,1-0,6-654,5.png",33
"00187-trunc-0.60_no_angles_40,98-0,2-0,6-536,5.png",48
"00187-trunc-0.60_no_angles_41,29--0,1-0,6-858,0999755859375.png",38
"00187-trunc-0.60_no_angles_41,45--0,1-0,6-677,5999755859375.png",33
"00187-trunc-0.60_no_angles_41,52-0,1-0,6-500,79998779296875.png",41
"00187-trunc-0.60_no_angles_42,42--0,1-0,6-743,7000122070312.png",39
"00187-trunc-0.60_no_angles_42,56--0,2-0,6-518,7000122070312.png",38
"00187-trunc-0.60_no_angles_42,65--0,2-0,6-662,0.png",31
"00187-trunc-0.60_no_angles_42,82-0,2-0,6-785,0.png",45
"00187-trunc-0.60_no_angles_43,05-0,4-0,6-692,2000122070312.png",47
"00187-trunc-0.60_no_angles_43,73-0,1-0,6-802,0.png",40
"00187-trunc-0.60_no_angles_44,36-0,3-0,6-727,7999877929688.png",48
"00187-trunc-0.60_no_angles_44,58--0,2-0,6-603,7999877929688.png",27
"00187-trunc-0.60_no_angles_44,81--0,2-0,6-653,9000244140625.png",35
"00187-trunc-0.60_no_angles_45,17-0,1-0,6-622,5999755859375.png",41
"00187-trunc-0.60_no_angles_45,3-0,0-0,6-687,2999877929688.png",41
"00187-trunc-0.60_no_angles_45,8-0,1-0,6-751,7000122070312.png",36
"00187-trunc-0.60_no_angles_46,15-0,1-0,6-555,7000122070312.png",40
"00187-trunc-0.60_no_angles_46,27--0,1-0,6-687,7999877929688.png",33
"00187-trunc-0.60_no_angles_46,27-0,2-0,6-735,0.png",37
"00187-trunc-0.60_no_angles_46,28-0,2-0,6-835,0.png",42
"00187-trunc-0.60_no_angles_46,32-0,2-0,6-629,0.png",45
"00187-trunc-0.60_no_angles_46,5--0,1-0,6-539,4000244140625.png",35
"00187-trunc-0.60_no_angles_47,0--0,1-0,6-787,7999877929688.png",37
"00187-trunc-0.60_no_angles_47,11-0,1-0,6-631,4000244140625.png",37
"00187-trunc-0.60_no_angles_47,13-0,0-0,6-712,5.png",37
"00187-trunc-0.60_no_angles_47,32-0,1-0,6-743,5999755859375.png",38
"00187-trunc-0.60_no_angles_47,46--0,2-0,6-624,4000244140625.png",34
"00187-trunc-0.60_no_angles_47,53-0,3-0,6-715,7999877929688.png",48
"00187-trunc-0.60_no_angles_47,62-0,0-0,6-616,5.png",36
"00187-trunc-0.60_no_angles_47,62-0,1-0,6-747,2000122070312.png",43
"00187-trunc-0.60_no_angles_48,04-0,4-0,6-691,7000122070312.png",52
"00187-trunc-0.60_no_angles_48,16-0,1-0,6-399,29998779296875.png",44
"00187-trunc-0.60_no_angles_48,19-0,2-0,6-584,9000244140625.png",47
"00187-trunc-0.60_no_angles_48,38--0,1-0,6-747,5999755859375.png",37
"00187-trunc-0.60_no_angles_48,53-0,3-0,6-759,9000244140625.png",48
"00187-trunc-0.60_no_angles_48,54-0,2-0,6-672,7000122070312.png",43
"00187-trunc-0.60_no_angles_48,61-0,1-0,6-672,2999877929688.png",43
"00187-trunc-0.60_no_angles_48,71-0,1-0,6-716,0999755859375.png",42
"00187-trunc-0.60_no_angles_48,79-0,1-0,6-807,7999877929688.png",40
"00187-trunc-0.60_no_angles_49,38-0,3-0,6-819,5999755859375.png",49
"00187-trunc-0.60_no_angles_49,56-0,1-0,6-713,5999755859375.png",42
"00187-trunc-0.60_no_angles_49,62-0,2-0,6-698,5.png",44
"00187-trunc-0.60_no_angles_49,77-0,3-0,6-611,9000244140625.png",47
"00187-trunc-0.60_no_angles_49,84-0,1-0,6-802,0999755859375.png",40
"00187-trunc-0.60_no_angles_49,9-0,2-0,6-593,0.png",45
"00187-trunc-0.60_no_angles_5,26--0,5-0,6-611,2000122070312.png",14
"00187-trunc-0.60_no_angles_5,47--0,4-0,6-707,5999755859375.png",20
"00187-trunc-0.60_no_angles_5,48--0,4-0,6-863,2000122070312.png",22
"00187-trunc-0.60_no_angles_5,58--0,2-0,6-649,9000244140625.png",24
"00187-trunc-0.60_no_angles_5,63--0,3-0,6-512,0999755859375.png",24
"00187-trunc-0.60_no_angles_5,86--0,4-0,6-773,2000122070312.png",19
"00187-trunc-0.60_no_angles_5,89--0,4-0,6-818,0999755859375.png",28
"00187-trunc-0.60_no_angles_5,98--0,4-0,6-789,7000122070312.png",21
"00187-trunc-0.60_no_angles_50,0--0,0-0,6-725,4000244140625.png",38
"00187-trunc-0.60_no_angles_50,08-0,1-0,6-682,5.png",39
"00187-trunc-0.60_no_angles_50,34-0,1-0,6-615,4000244140625.png",42
"00187-trunc-0.60_no_angles_50,36-0,0-0,6-791,0999755859375.png",40
"00187-trunc-0.60_no_angles_50,48-0,3-0,6-772,4000244140625.png",45
"00187-trunc-0.60_no_angles_50,54-0,2-0,6-719,4000244140625.png",50
"00187-trunc-0.60_no_angles_50,69-0,3-0,6-745,9000244140625.png",49
"00187-trunc-0.60_no_angles_50,73--0,2-0,6-781,0999755859375.png",39
"00187-trunc-0.60_no_angles_50,76-0,1-0,6-752,7000122070312.png",37
"00187-trunc-0.60_no_angles_51,21-0,0-0,6-751,0.png",43
"00187-trunc-0.60_no_angles_51,58-0,0-0,6-638,0.png",39
"00187-trunc-0.60_no_angles_51,83-0,2-0,6-864,0999755859375.png",44
"00187-trunc-0.60_no_angles_52,31--0,0-0,6-610,9000244140625.png",40
"00187-trunc-0.60_no_angles_52,44-0,4-0,6-650,0.png",53
"00187-trunc-0.60_no_angles_52,63-0,1-0,6-760,5999755859375.png",38
"00187-trunc-0.60_no_angles_52,78-0,2-0,6-709,4000244140625.png",45
"00187-trunc-0.60_no_angles_52,87-0,0-0,6-686,0999755859375.png",42
"00187-trunc-0.60_no_angles_52,9-0,2-0,6-706,5999755859375.png",43
"00187-trunc-0.60_no_angles_52,93-0,4-0,6-600,2999877929688.png",44
"00187-trunc-0.60_no_angles_53,25-0,2-0,6-821,2999877929688.png",46
"00187-trunc-0.60_no_angles_53,53-0,2-0,6-651,7000122070312.png",47
"00187-trunc-0.60_no_angles_53,56-0,3-0,6-619,4000244140625.png",49
"00187-trunc-0.60_no_angles_53,74-0,2-0,6-492,6000061035156.png",44
"00187-trunc-0.60_no_angles_53,8-0,2-0,6-663,2000122070312.png",42
"00187-trunc-0.60_no_angles_53,88-0,3-0,6-577,5999755859375.png",49
"00187-trunc-0.60_no_angles_54,04-0,2-0,6-633,7000122070312.png",43
"00187-trunc-0.60_no_angles_54,57-0,1-0,6-561,5.png",41
"00187-trunc-0.60_no_angles_54,74-0,1-0,6-642,0999755859375.png",43
"00187-trunc-0.60_no_angles_54,95-0,2-0,6-709,5.png",44
"00187-trunc-0.60_no_angles_55,07-0,3-0,6-636,0.png",49
"00187-trunc-0.60_no_angles_55,5-0,4-0,6-773,0.png",49
"00187-trunc-0.60_no_angles_55,62-0,3-0,6-744,4000244140625.png",48
"00187-trunc-0.60_no_angles_56,24-0,3-0,6-844,7000122070312.png",47
"00187-trunc-0.60_no_angles_56,32-0,2-0,6-725,2000122070312.png",48
"00187-trunc-0.60_no_angles_56,36-0,2-0,6-661,2999877929688.png",45
"00187-trunc-0.60_no_angles_56,41-0,1-0,6-823,0999755859375.png",40
"00187-trunc-0.60_no_angles_56,47-0,2-0,6-778,4000244140625.png",45
"00187-trunc-0.60_no_angles_56,55-0,5-0,6-664,2999877929688.png",51
"00187-trunc-0.60_no_angles_56,96-0,5-0,6-612,2999877929688.png",56
"00187-trunc-0.60_no_angles_56,98-0,4-0,6-586,4000244140625.png",51
"00187-trunc-0.60_no_angles_57,04-0,2-0,6-508,5.png",49
"00187-trunc-0.60_no_angles_57,1-0,3-0,6-661,0.png",49
"00187-trunc-0.60_no_angles_57,15-0,2-0,6-646,7000122070312.png",46
"00187-trunc-0.60_no_angles_57,42-0,4-0,6-840,4000244140625.png",52
"00187-trunc-0.60_no_angles_57,85-0,2-0,6-619,0999755859375.png",49
"00187-trunc-0.60_no_angles_58,01-0,2-0,6-524,7000122070312.png",46
"00187-trunc-0.60_no_angles_58,12-0,3-0,6-644,9000244140625.png",50
"00187-trunc-0.60_no_angles_58,14-0,1-0,6-549,0.png",44
"00187-trunc-0.60_no_angles_58,43-0,1-0,6-513,2000122070312.png",44
"00187-trunc-0.60_no_angles_58,56-0,5-0,6-656,0999755859375.png",63
"00187-trunc-0.60_no_angles_59,11-0,1-0,6-742,7999877929688.png",49
"00187-trunc-0.60_no_angles_59,28-0,3-0,6-803,7000122070312.png",51
"00187-trunc-0.60_no_angles_59,28-0,4-0,6-596,7000122070312.png",54
"00187-trunc-0.60_no_angles_59,45-0,2-0,6-606,4000244140625.png",47
"00187-trunc-0.60_no_angles_59,77-0,3-0,6-696,4000244140625.png",47
"00187-trunc-0.60_no_angles_59,84-0,5-0,6-824,2999877929688.png",54
"00187-trunc-0.60_no_angles_6,22--0,4-0,6-738,9000244140625.png",22
"00187-trunc-0.60_no_angles_6,57--0,4-0,6-775,2999877929688.png",20
"00187-trunc-0.60_no_angles_6,96--0,7-0,6-580,7999877929688.png",12
"00187-trunc-0.60_no_angles_60,0-0,3-0,6-695,5.png",44
"00187-trunc-0.60_no_angles_60,09-0,3-0,6-648,7999877929688.png",51
"00187-trunc-0.60_no_angles_60,42-0,2-0,6-499,8999938964844.png",43
"00187-trunc-0.60_no_angles_60,51-0,1-0,6-706,4000244140625.png",47
"00187-trunc-0.60_no_angles_60,57-0,4-0,6-819,0.png",51
"00187-trunc-0.60_no_angles_60,71-0,3-0,6-733,2000122070312.png",51
"00187-trunc-0.60_no_angles_60,82-0,1-0,6-696,7000122070312.png",46
"00187-trunc-0.60_no_angles_61,11-0,3-0,6-707,5.png",44
"00187-trunc-0.60_no_angles_61,37-0,4-0,6-670,2999877929688.png",49
"00187-trunc-0.60_no_angles_61,45-0,2-0,6-704,5999755859375.png",43
"00187-trunc-0.60_no_angles_61,66-0,3-0,6-675,0999755859375.png",46
"00187-trunc-0.60_no_angles_61,93-0,2-0,6-713,2999877929688.png",43
"00187-trunc-0.60_no_angles_62,13-0,2-0,6-756,4000244140625.png",49
"00187-trunc-0.60_no_angles_62,2-0,5-0,6-588,2000122070312.png",55
"00187-trunc-0.60_no_angles_62,25-0,3-0,6-715,0999755859375.png",48
"00187-trunc-0.60_no_angles_62,56-0,2-0,6-730,7999877929688.png",42
"00187-trunc-0.60_no_angles_62,72-0,4-0,6-674,7000122070312.png",53
"00187-trunc-0.60_no_angles_62,81-0,2-0,6-687,5.png",46
"00187-trunc-0.60_no_angles_62,9-0,3-0,6-632,7000122070312.png",49
"00187-trunc-0.60_no_angles_62,97-0,4-0,6-780,4000244140625.png",48
"00187-trunc-0.60_no_angles_63,1-0,4-0,6-634,4000244140625.png",52
"00187-trunc-0.60_no_angles_63,34-0,3-0,6-757,5.png",53
"00187-trunc-0.60_no_angles_63,49-0,4-0,6-693,4000244140625.png",47
"00187-trunc-0.60_no_angles_63,55-0,4-0,6-756,7000122070312.png",47
"00187-trunc-0.60_no_angles_63,56-0,4-0,6-766,0999755859375.png",50
"00187-trunc-0.60_no_angles_64,49-0,3-0,6-664,2999877929688.png",50
"00187-trunc-0.60_no_angles_64,49-0,6-0,6-723,5999755859375.png",57
"00187-trunc-0.60_no_angles_64,51-0,2-0,6-591,0.png",46
"00187-trunc-0.60_no_angles_64,91-0,5-0,6-572,2999877929688.png",58
"00187-trunc-0.60_no_angles_64,99-0,6-0,6-705,7999877929688.png",59
"00187-trunc-0.60_no_angles_65,05-0,3-0,6-639,9000244140625.png",41
"00187-trunc-0.60_no_angles_65,27-0,5-0,6-664,0.png",53
"00187-trunc-0.60_no_angles_65,28-0,5-0,6-784,2000122070312.png",56
"00187-trunc-0.60_no_angles_65,48-0,4-0,6-692,0.png",58
"00187-trunc-0.60_no_angles_65,51-0,1-0,6-552,0.png",41
"00187-trunc-0.60_no_angles_65,51-0,4-0,6-489,8999938964844.png",51
"00187-trunc-0.60_no_angles_66,11-0,5-0,6-496,20001220703125.png",57
"00187-trunc-0.60_no_angles_66,12-0,4-0,6-696,2999877929688.png",57
"00187-trunc-0.60_no_angles_66,46-0,6-0,6-578,5999755859375.png",64
"00187-trunc-0.60_no_angles_66,47-0,2-0,6-630,0999755859375.png",45
"00187-trunc-0.60_no_angles_67,3-0,5-0,6-600,7000122070312.png",54
"00187-trunc-0.60_no_angles_67,43-0,4-0,6-637,7000122070312.png",55
"00187-trunc-0.60_no_angles_67,73-0,3-0,6-774,4000244140625.png",49
"00187-trunc-0.60_no_angles_67,88-0,5-0,6-590,2999877929688.png",54
"00187-trunc-0.60_no_angles_68,0-0,3-0,6-793,5.png",44
"00187-trunc-0.60_no_angles_68,45-0,5-0,6-641,2000122070312.png",55
"00187-trunc-0.60_no_angles_68,52-0,2-0,6-573,2999877929688.png",50
"00187-trunc-0.60_no_angles_68,92-0,4-0,6-836,2000122070312.png",51
"00187-trunc-0.60_no_angles_69,02-0,3-0,6-724,7000122070312.png",51
"00187-trunc-0.60_no_angles_69,07-0,4-0,6-812,9000244140625.png",51
"00187-trunc-0.60_no_angles_69,28-0,4-0,6-682,7000122070312.png",50
